metric,value
per_mouse_acc,0.9330357142857143
accuracy,0.9315068493150684
f1_macro,0.9255389079039826
precision_morphine,0.9300699300699301
recall_morphine,0.9637681159420289
f1_morphine,0.9466192170818505
precision_water,0.9342105263157895
recall_water,0.8765432098765432
f1_water,0.9044585987261147
