name,lomo_accuracy,lomo_balanced_accuracy,permutation_p,fdr_q0.05
neuron_000,0.5136986301369864,0.5136986301369864,0.5769230769230769,False
neuron_002,0.5136986301369864,0.5136986301369864,0.46153846153846156,False
neuron_001,0.5045662100456622,0.504566210045662,0.5,False
neuron_003,0.5,0.5,0.4230769230769231,False
neuron_004,0.4680365296803653,0.4680365296803653,0.7692307692307693,False
