lomo_accuracy,lomo_balanced_accuracy,shuffle_median,shuffle_q95,permutation_p,n_shuffles,n_rows_augmented,n_columns_total,demo_synthetic
0.5205479452054794,0.5205479452054794,0.502283105022831,0.5493150684931507,0.2692307692307692,25,438,67,True
